docID	label	text
childhood socialization its effect on adult library use and adult reading	1984	this study was undertaken to investigate the relationship between certain childhood experiences and adult use of the public library and adult reading data were gathered via a nationally representative interview conducted by the survey research center of the university of michigan the interview contained 25 questions relating to current reading habits library use during the previous year and childhood experiences related to reading and library use for the respondent and the respondents parents in addition demographic data were obtained for the respondents on the basis of usable responses obtained from 342 persons 95 percent of the persons interviewed it was determined that heavy library users and readers were not unlike those characterized by earlier studies a substantial number of childhood variables did prove to have statistical relationships with reading and library use the results clearly indicated the importance of social learning and parents as primary agents in the development of reading and library habits
effective teacher behaviors in higher education and in lis education programs a review of the literature	1998	this article examines the literature related to effective teaching behaviors of postsecondary instructors in general and lis educators in particular models for improving instruction in higher education are also considered the conclusion points out that effective teaching is complex and multi dimensional and that attention to specific teaching behaviors should take place within the context of a comprehensive plan for improving teaching and learning
the international exposition and the world documentation congress paris 1937	1983	the international exposition in paris in 1937 was of interest to librarians and documentalists for two reasons an american exhibit of a major microphotographic copying project directed by herman h fussler and the meeting of the world congress for universal documentation these two events mark noteworthy stages in the development of library technology and international organization for purposes of bibliographic control
a critical inquiry into librarianship applications of the new sociology of education	1991	much that is written about the library field does not take into account the social political and economic context in which libraries as institutions operate and in which librarians as professionals work one field of scholarship that holds promise as a model of critical inquiry for librarianship is the new sociology of education this article seeks to establish and apply such an inquiry through a review of the relevant aspects of the new sociology of education and application of those insights to current research and practice in libraries connections of librarianship to dominant political social and economic trends are stressed
dodging the debate and dealing with the facts	2016	this study reports on an innovative community based effort to promote awareness and understanding of the affordable care act aca through a public library system in one southeastern county specifically this study assesses the current knowledge perceptions and communication sources and needs regarding the aca among adults in one southeastern county in an effort to determine the feasibility of establishing the public library as a trusted and nonpartisan source of aca related information results of formative research are discussed and campaign development activities are chronicled findings indicate that public libraries can serve as a hub of information on important health related issues through their efforts to communicate with educate and engage with the communities they serve
top down versus bottom up the social construction of the health literacy movement	2012	the health literacy movement has been socially constructed over time unlike the consumer health information movement which developed with broad public support the health literacy movement has been fashioned primarily from the top down initiated by policy makers and imposed on targeted populations interest in the health literacy movement has waxed and waned often dependent on political agendas in an era of increasing health care costs it is not surprising that health literacy is once again at the forefront given that economists and policy makers currently estimate the cost of limited health literacy in the united states to be between 16 to 36 trillion annually health literacy has been recognized as an issue key to the success of health care reform and to the continued advancement of the nations status as an international leader where health and well being are concerned yet the health literacy movement has met with limited success
developing a library school course in government statistics	2004	statistical information is one of the most important forms of government publication librarians receive some training in how to locate and use government statistical information in reference or government documents classes but the coverage is usually cursory and most librarians could use more education this paper reviews the literature and available print and electronic statistical resources and outlines a course for librarians in government statistics suggesting classroom or self study instructional methods identifying key information on search strategies ready reference sources and detailed topical statistical sources and suggesting issues for librarians to be aware of in helping their patrons locate and use statistics
using literature to teach in lis education a very good idea	2006	reports on the effectiveness of using fiction in graduate education come from a variety of disciplines and professional fields perhaps the best known is the writing of robert coles who speaks to the use of literature in educating doctors lawyers social workers and teachers but lis education has done little to explore the potential of teaching with literature in our own discipline suggesting first a theoretical framework to support the combination of both the cognitive and the affective in higher education this article goes on to report qualitative and quantitative findings that demonstrate the success of using fiction in lis education finally specific applications are suggested and described
the decision making process in conspectus evaluation of collections the quest for certainty	2004	conspectus tools are used to gather collection data for a variety of reasons criticisms of the instruments are equally varied conspectus users frequently express uncertainty about the accuracy and validity of judgments about collections based on conspectus evaluations an overview of decisionâ€making research demonstrates that uncertainty is common in most organizational decisions authors interviews with thirteen experienced conspectors resulted in advice and insight into planning a conspectus project managing group decision making the role of personal confidence in the validity of decisions ensuring balance of individual judgment and quantitative data and selecting appropriate methodologies
knowledge power transforming the social landscape the case of the consumer health information movement	2011	the consumer health information chi movement is the result of various twentieth century ideologies and is an outgrowth of the broader consumer movement from a sociocultural and political perspective the consumer civil rights and womens movements and related societal shifts helped pave the way for the consumer health movement which laid the foundation for the chi movement all are examples of freedom of choice expressed through action and mirror a growing societal determination to exert control over important areas of ones life the provision of consumer health information is a necessary support mechanism for that portion of health care focused on investing in risk reduction and shared decision making as changes in the us health care system occur over time access to chi is likely to remain prominent and increasingly important to the ordinary person examining key components of the movements origins helps elucidate both present and future trends
assessing ischools	2012	over the past decade ischools have emerged to educate the next generation of information professionals and scholars claiming to be edgy and innovative how can and should these schools function in the spirit of assessment that now drives so much in the university this essay which explores how well we can assess ischools emerged from a doctoral seminar academic culture and practice taught by richard cox and including four doctoral student participants and the dean of school of information studies at the university of pittsburgh ronald larsen the doctoral students among other activities were required to work on assignments to support a self study for the university of pittsburghs reaccreditation by the middle states association as we proceeded through the course we found ourselves increasingly drawn to questions about how ischools in their nascent state can assess themselves four major areasâ€”reputation evaluating productivity in scholarly publishing student evaluation of teaching and student satisfaction with their academic programsâ€”that emerged based on student interest as the seminar proceeded are discussed
playing in the past a history of games toys and puzzles in north american libraries	2013	games and other forms of play are used in todays libraries to attract underserved patrons to introduce patrons to other library resources and services and to facilitate engagement between library patrons while many perceive gaming as a new library service gaming services have been part of librarianship since the nineteenth century through chess clubs during the great depression libraries supported patrons with puzzle contests and developed circulating toy and game collections academic libraries built game collections for research and classroom needs while school libraries collected and facilitated educational games to aid teachers video games have been used in libraries to help patrons learn to use technology and to bring groups of patrons together to enjoy shared experiences the goal of this article is to demonstrate the different ways in which libraries have used games toys and puzzles over the last 150 years through both collections and services
using focus groups to gather information for lis curriculum review	1998	this article presents a general description of focus group activity designed to generate information for use in making decisions about core and elective courses in a library and information science lis curriculum while the results reported may be specific to the environment studied the process can be useful in a variety of settings faculty who wish to teach well may benefit from knowing what their constituents expect from new graduates of lis programs moreover successfully managed focus groups enable employers to experience involvement with lis program review this can produce valuable good will
information as property and as a public good perspectives from the economic theory of property rights	1988	some issues relating to property in information are reviewed in the light of recent work on the economic theory of property rights according to this theory costs of transaction are central to the evaluation of property rights and related public policy accordingly special circumstances relative to transaction costs are considered in the cases of public libraries photocopying computer software and satellite television feeds
library operations research a process of discovery and justification	1972	this article begins with a discussion of the broad role of operations research o r in a society undergoing change the nature of o r teams in a library environment is then considered the function of models in o r is analyzed the development of a model being contrasted with its formal presentation criteria for good models are suggested this article then focuses on storage models for libraries first considering the dewey classification system from this perspective and then summarizing more current research carried out under the direction of the author with a grant from the national science foundation
space assessment as a venue for defining the academic library	2011	purposeful assessment of space for the understanding and improvement of the academic library is a relatively new area of inquiry this essay offers a framework to consider different factors affecting such an assessment and insights for undertaking a meaningful inquiry about the relationship of space to an academic librarys evolving purpose as accumulator service provider and collaborative partner in learning and knowledge creation the purpose of the assessment will vary according to the perspective of the library under examination paths for approaching such assessment include consideration of the assessments purpose types of questions posed by it data gathering methodologies and reporting strategies of results these paths are useful to gain insights into the evolving role of the library and its contribution to the academic enterprise not surprisingly the inquiry turns as well to changes in the identity of librarians as separate from the building where they work
second life exploring the immersive instructional venue for library and information science education	2008	a two stage study was conducted to examine how second life sl can be used in delivering library and information science lis education at the first stage the study surveyed the early adopters of sl from other disciplines in terms of their teaching practice in sl and found that most educators used sl to create an environment for constructive and experiential learning as well as distance education then the results were shared among the faculty at san jose state university school of library and information science a following study was conducted among the faculty with regards to their intention of bringing their classes to sl findings indicated that there were interests in using sl to teach classes in areas like reference library services for children and young adults and library history
the awakening of the social conscience jane maud campbell 1869â€“1947	2012	jane maud campbells career demonstrated her commitment and passion for library services with immigrants and minorities as one of the first advocates for multiculturalism in librarianship she began her career working in the newark public library and soon was employed as the librarian of the passaic public library she was the first woman employed by a state library commission to serve the needs of immigrants in massachusetts a prolific writer and champion of immigrants rights within the american library association she served for a brief time on the ala committee on work with the foreign born in its initial years she spent the later years of her career as a public librarian in lynchburg virginia during a period of segregation in the south she worked around the edges of the law to make library service available to the african american community of lynchburg
the collection and use of information by some american historians a study of motives and methods	1991	previous literature on the information needs and uses of historians has tended to focus on the use of libraries and specific types of materials rather than on the motivations for and results of such use yet understanding this prior process of historical inquiry might help us to develop improved services and facilities for scholars a study of twenty american historians was conducted in order to better understand the nature of research in history respondents were asked about their choice of research topics specific projects in progress use of archives categorization of materials collected writing habits and use of computers interviews were tape recorded transcribed and analyzed using standard qualitative techniques the results are discussed in the light of previous investigations of historians and the published statements of classification experts regarding the organization of historical knowledge suggestions for future study of historians are offered and implications for libraries are explored
young adults as problems how the social construction of a marginalized user category occurs	2001	two examples of the process of user categorization in professional communication are analyzed to show how marginalization occurs as a direct product of communicative activity in one example of the process on a professional electronic discussion group even while admitting that young adults avoid using the opac and seem uninterested in their information requests the librarian blames them for their own behavior and absolves herself from any responsibility to help them in another example the representation of adolescents as problem users on a journal cover is examined the implications of viewing communication as an explanatory constitutive force that produces librarians understanding of users are discussed
placing the library an argument for the phenomenological and constructivist approach to the human geography of the library	2008	place reminds us to tailor our professional work to the shifting concerns and indeed the shifting criteria of our shifting constituencies rather than to a placeless professional vision of what librarianship society and literacy should be every place maker must make do make sense and make place in an environment that is technologically heterogeneous and in which the potential for novelty as well as recurrence is a persistent feature the siege flag of place has been raised not only in librarianship but in many sectors in defense of the human and the parochial of tradition and local turf taking a phenomenological cue here we attempt to prune and redirect this problematic term we arrive at what we consider reasonable criteria of success for ourselves to what extent is our library in whatever professional sense we assign that word vitally connected to the discursive practices of the places from which it draws its mandate we contend that vitalizing a library in this respect requires us to step outside the sphere of our habitual familiarity and to explore other places how we go about doing this is a matter of methodology if a prior conception of place interferes with the absorption of ethnomethods it should be held in suspension bracketed at least until the practitioner can grasp the place that already exists
public librarians and the civil rights movement alabama 1955 1965	2001	racial segregation in southern public libraries affected millions of african americans before the civil rights movement and for librarians in the south it created a conflict between professional and regional values ultimately it was the efforts of black activists rather than librarians acting on their ethical impulses that ended library segregation librarians were constrained by local racial customs jim crow laws and often by their own racial attitudes also librarians recognized that there were inherent dangers associated with defying the segregationists there were a few however who challenged the racial status quo and these individuals demonstrated the potential of librarians to change society
german libraries and scientific and technical information in nazi germany	1985	national socialist policies drastically altered the roles of germanys various scientific and technical library networks the ability of the libraries in these systems to supply the results of current research to their users depended greatly on their access to foreign publications nazi ideological objections to foreign research were articulated in a series of laws and decrees that effectively prevented publicly accessible general state and university libraries from supplying foreign journals to their clientele technological university libraries open to a smaller circle grew in importance during the reich both as collections and as agencies of dissemination to government and industry private industrial research libraries using their own funds as well as the services of foreign subsidiaries also flourished under the nazis and profited from the additional dissemination services provided by the technological universities the decline in general university libraries and the rise of industrial collections reflected the overall diversion of research under the nazis from universities to the laboratories and proving grounds of industry
on the use of the records of research	1979	how much of what kind of knowledge of prior research is needed and wanted by those conducting research can it only be acquired or is it best acquired by the use of the original reports of prior research situational familiarity is the kind of knowledge wanted historical familiarity with ancestral research is a conventional requirement differing in importance in different areas the comprehensive literature search often supposed to be a necessary preliminary to a new research effort is usually unnecessary in theory and often unnecessary in practice working familiarity with research areas from which potentially useful contributions are expected is sought in proportion to the expectation of impact of others work on ones own use of original research reports is not indispensable and is often an inferior means of acquiring the desired familiarity librarians and others exaggerate the need for bibliographic access to original research reports greater development of means of avoidance of use of such reports would be of more value to research than further development of bibliographical access
library and information studies faculty in canada a sex ratio study	1995	this study looks at the sex ratio of women to men and related factors among library and information studies faculty in canada by profiling 197172 and 199192 for comparison the twenty year span is intended to reflect the impact of feminism the advent of automation two year masters programs lis doctoral programs the 1972 accreditation standards and faculty turnover primary sources of information are the 197172 directory issue of journal of education for librarianship and the 199192 directory issue of journal of education for library and information science as well as library school catalogs the sample comprises the entire population of full time faculty in the seven currently accredited programs academic rank doctorates held and areas of teaching specialization are explored to identify differences between women and men the findings indicate that the canadian sex ratio which is the reverse of the figures for north america in general was the same in 199192 as in 197172 however women and men have become more evenly distributed by rank and by area of teaching specialization recommendations for future research include a qualitative look at what influence sex ratio of lis faculty has on students
making sense of an information world the everyday life information behavior of preteens	2009	this article presents an empirically‐grounded framework for mediating the everyday‐life information worlds of youth aged 9–13 “tweens” are a sandwiched population with behaviors circumstances and needs distinct from children and young adults little research has addressed their information‐seeking especially regarding nonschool contexts thus empirically‐based conceptual tools are needed to help professionals in mediating the complex information worlds of tweens guided by multiple frameworks dervin’s sense‐making fisher’s information grounds and chatman’s normative behavior data were collected using the “tween day” technique involving scenario‐based focus groups and interviews with thirty‐four youth in three distinct settings the study aimed at understanding the situations for which tweens seek everyday information which sources they use and why what social settings foster information‐sharing and how and what factors especially affective promote or hinder information‐seeking using these findings the proposed professional service framework contains five descriptive principles for mediating everyday‐life information‐seeking and information use by tweens
information for the allies office of war information libraries in australia new zealand and south africa	1982	in 1942 the us office of war information owi was created by the federal government to increase domestic understanding of americas war effort and to facilitate the flow of american information overseas as part of this operation fourteen information libraries were established throughout allied and neutral territory the owi librarians sent to australia new zealand and south africa arrived in those countries at critical periods in their library development since all three nations were in the process of reevaluating their library services in the light of recent critical carnegie commission reports by offering strong models of modern information service and by energetically supporting emerging local movements for tax supported public libraries three owi librarians in particular made contributions to library development in australia new zealand and south africa that endure to this day
salary determination and occupational segregation among librarians	1986	this study identifies the determinants of librarians salaries and tests human capital based explanations of librarianship as a womens profession and of intra occupational segregation by sex within librarianship earnings functions are developed for men and women in public and academic libraries and for women in school libraries and are found to be statistically significantly different from one another personal human capital and job determinants of salaries for each group are identified the differences in the earnings functions imply different reward structures in the various types of libraries salary differences by sex within library type are decomposed and found to be due primarily to differences in individual characteristics but also to differences in the reward structures for men and women in the same type of library a major economic theory of occupational segregation supply based human capital theory is examined for its ability to explain the continuing predominance of women in the library profession and within the profession the disproportionate representation of men in academic libraries the results are mixed demand based institutional analysis is suggested as a possible alternative explanation
digital libraries with embedded values combining insights from lis and science and technology studies	2007	in the digital age libraries are increasingly being augmented or even replaced by information technology it which is often accompanied by implicit assumptions of objectivity and neutrality yet the field of science and technology studies sts has a long history of studying what values are embedded in it and how they are embedded this article seeks to unite the strengths of sts and lis first the relevant literature on the values embedded in technologies it physical libraries and digital libraries is reviewed next empirical and theoretical approaches for studying the values embedded in digital libraries are proposed finally the boundary objects with agency framework is applied to digital libraries as a possible way to address the need for comparative empirical research about what values are embedded in digital libraries how these values are embedded in digital libraries and the implications of these embedded values
information anxiety from the undergraduate student perspective a pilot study of second semester freshmen	2014	in early spring 2013 a pilot study was conducted at a major public university in ohio to explore elements of information anxiety defined herein as a combination of library anxiety and information technology anxiety among second semester freshmen enrolled in all iterations of both a traditional and a remedial first year english course the information anxiety scale an adaptation of sharon bosticks 1992 library anxiety scale was the pilot studys primary measure study researchers wanted to examine which information anxiety elements registered the most statistical significance for respondents analysis of results revealed statistically significant findings between elements in the scale and previous research and library experience sex and race ethnicity this pilot study experience will aid the studys researchers in revising their version of the information anxiety scale for a larger study on information anxiety toward understanding specific information anxiety triggers for undergraduate students and informing future information literacy instruction practices
the bodleian catalogs of 1674 and 1738 an examination in the light of modern cataloging theory	1976	the bodleian catalogs of 1674 and 1738 had a significant influence upon cataloging practice in their own day and subsequently the preface to the 1674 catalog and the structure of both catalogs show an awareness of an important question now being raised in modern cataloging theory the distinction between book and work the catalogs were also able to fulfill functions later enunciated in the paris principles of 1961 through a complex system of cross references and ascriptive notes the catalogs showed themselves attentive to the needs of scholars of the time we learn much of the way in which decisions were made from a detailed journal kept by a compiler of the 1738 catalog
an investigation of career and job satisfaction in relation to personality traits of information professionals	2005	this study collected data on personality characteristics job satisfaction and career satisfaction from more than 1300 information professionals respondents included academic reference librarians archivists catalogers distance education librarians public librarians records managers school media specialists special librarians systems librarians and other information professionals who responded to listserv requests or picked up questionnaires at a national library conference significant correlations were obtained between personality variables and both career and job satisfaction stepwise regression analyses were performed revealing that five variables optimism emotional stability teamwork visionary work style and work drive accounted for 20 percent of the variance in job satisfaction four variables accounted for 19 percent of the variance in career satisfaction optimism work drive emotional resilience and assertiveness hierarchical regression analyses were performed to test lounsbury et als general composite measure of emotional resilience work drive and optimism as predictors of job and career satisfaction these variables accounted for 18 percent of the variance in job satisfaction and 19 percent of the variance in career satisfaction recommendations for employers to help with hiring and managing information professionals were made
public opinion toward user fees in public libraries	1998	the issue of user fees in public libraries has been debated extensively in the library community in the last several years since their origins in the nineteenth century american public libraries have relied almost exclusively on public funding an examination of their nature as public goods however reveals public library services to be as much private goods as public goods this conclusion based on economic grounds is supported by surveys of public opinion toward user fees in libraries which have typically found the general public to be more tolerant of fees than librarians in this study we reanalyzed the data from a national telephone poll of 1181 us residents conducted in 1991 by the library research center at the university of illinois when asked what they would like to see done if their local public library were facing a fiscal crisis 47 percent of those voicing an opinion favored raising taxes while 44 percent favored instituting user fees the remaining 9 percent advocated a reduction in services we used the framework of discrete choice analysis to determine whether attitudes toward fees and taxes stem more from citizens own self interest or more from their political outlook we found greater support for self interest as an explanation in particular more frequent library use urban residence a higher level of education and greater income were all associated with a greater preference for taxes over fees or service cuts
on virtual face work an ethnography of communication approach to a live chat reference interaction	2011	erving goffmans theoretical framework and concept of face work has the potential to greatly increase the understanding of interpersonal dynamics in computer mediated communication realms this research used an ethnography of communication approach and the concept of face work to analyze the transcript of an interaction between a librarian and a library user in a web based virtual reference service environment this highly goal oriented interaction even though it lacks the immediacy of face to face interaction was found to be a rich source of face work
the nature of relevance in information retrieval an empirical study	1993	experimental research in information retrieval ir depends on the idea of relevance because of its key role in ir recent questions about relevance have raised issues of methodological concern and have shaken the philosophical foundations of ir theory development despite an existing set of theoretical definitions of this concept our understanding of relevance from users perspectives is still limited using naturalistic inquiry methodology this article reports an empirical study of user based relevance interpretations a model is presented that reflects the nature of the thought processes of users who are evaluating bibliographic citations produced by a document retrieval system three major categories of variables affecting relevance assessments internal context external context and problem context are identified and described users relevance assessments involve multiple layers of interpretations that are derived from individuals experiences perceptions and private knowledge related to the particular information problems at hand
similarities in circulation patterns among public library branches serving diverse populations	1995	this article examines the circulation of adult books in public library branches and the distribution of circulation across subject categories for the indianapolis marion county public library as found in many other studies levels of circulation varied widely among branches and were related to the characteristics of the populations served the distributions of the subjects of the books circulated did not vary greatly between branches or between groups of branches classified by social and economic characteristics both traditional statistical measures and the index of dissimilarity were used to ascertain the degree of differences in circulation patterns among the branches in only some subject categories were branch circulation levels related to various social and economic characteristics of the populations served
the saturday evening girls a progressive era library club and the intellectual life of working class and immigrant girls in turn of the century boston	2001	originally established in 1899 to provide intellectual and social stimulation on saturday evenings to poor young jewish and italian working women and girls living in the north end of boston the saturday evening girls club successfully expanded into seven additional library clubs over the next twenty years by the 1910s the clubs were supporting approximately 250 members publishing a newspaper called the seg news and operating an acclaimed art pottery the paul revere pottery under the tutelage of edith guerrier a librarian her partner edith brown an artist and helen osborne storrow their financial patron the clubs meetings focused on weekly discussions of literature economics politics music art and employment opportunities participation in these clubs enabled some of the members to pursue higher education at a significantly greater rate than their cohort and indeed even that of native born white women of the time period using rarely available primary documents i examine the role clubs and social reform organizations played in advancing educational and economic agendas and provide a rare look at the intellectual life of immigrant and working class women
comparison of the publishing patterns between men and women phds in librarianship	1988	previous research examining librarians publishing patterns has established the significance of published research for personal advancement studies have found however that in comparison with male librarians female librarians tend to publish in disproportionately small numbers one rationale offered for this discrepancy is that men receive the phd more frequently than do women doctorate holding librarians have been isolated as the most prolific writers this study tests the hypothesis that men and women exhibit similar publishing patterns if education is held constant at the doctoral level the population studied is limited to a random sample of library science phds who received their degrees between 1969 and 1979 a list of each persons publications was compiled for the five year period following receipt of the phd the citations are classified by gender occupation and type of publication and authorship on the basis of this study the hypothesis that men and women will exhibit similar publishing patterns cannot be rejected the difference in the number of citations per person for equal numbers of men and women is insignificant differences between men and women when comparing type of publication type of authorship or quality of articles are also insignificant there is however a significant difference between the number of unpublished women and the number of unpublished men almost three times more women than men have no citations listed in library literature the hypothesis can be rejected when comparing male and female educators the difference between mean number of citations per person as well as the difference between nonpublishing male and female educators is highly significant male educators publish almost twice as many works as do women female educators are almost six times as likely as male educators to have published nothing
founding mothers the contribution of womens organizations to public library development in the united states	1994	the work of womens voluntary associations in support of free public libraries in the united states in the late nineteenth and early twentieth centuries is examined in this article this review addresses work at the local level by individual clubs as well as activities of state federations and of the national coordinating body the general federation of womens clubs activities studied include widespread club support of traveling libraries club womens work for library legislation especially to establish state library extension agencies and local efforts to found libraries the cooperation of organized womens groups with the american library association state library associations and state library commissions is explored as well as early support to library education findings are placed in the context of library historical writing to suggest that a substantial contribution to american public library development has thus far received insufficient attention
speaking out analysis of the experiences and opinions reported by recent graduates of the university of south carolinas mlis program	2002	this study identifies differences in the experiences of traditional students and distant learners who recently completed the university of south carolinas master of library and information science program despite the programs emphasis on full student participation and the same instructional experience regardless of distance this study identifies a number of demographic characteristics that make achieving that goal difficult if not impossible survey respondents offer contrasting opinions of campus based and televised courses as well as disparate levels of program satisfaction interaction resource availability and early career progress
the ethical presuppositions behind the library bill of rights	2000	the american library associations alas library bill of rights is based on a foundation of ethical presuppositions in this article these presuppositions are spelled out and critically examined in light of several ethical theories for example utilitarianism natural rights theory and social contract theory we suggest that social contract theory provides the strongest argument for a right to access to information and to have that information provided by public libraries we argue however that the right to access to information is not unlimited limiting access including censorship is appropriate for example when such a limitation is necessary to protect a more fundamental right finally we argue that the alas advocacy of an unlimited right to access is based on a mistaken understanding of what follows from the fact that all of our judgments are fallible
producing storytime a collectivist analysis of work in a complex communicative space	2007	storytime programs for young children are ritual events in the everyday life of the public library this article analyzes data from two such programs to identify and analyze the work carried out by program leaders their adult and child participants and other social actors in other settings eg library ceos in order to enable the program to happen the study builds on research on the public library as a physical space and on the library in the life of the user by describing the often invisible literacy information and caring work that goes into accomplishing social settings within the physical space of the library we contend that the work carried out to produce storytime is both discursively bound and value laden and that storytime participants constitute an emerging discourse community whose work coordinates and is simultaneously coordinated by the ongoing creation and maintenance of its discursive boundaries
our national monument of art constructing and debating the national body at the library of congress	2010	it is not surprising that the library of congress would be defined as our national monument of art given the scale of the project its federal sponsorship and its posture as a public library with access to all americans paralleling the assumption of the library of congress as not merely a building for housing books but a ritualistic center of civilization the ambitious decorative program celebrated western civilization and in particular the evolution of culture through knowledge this article examines two mural cycles at the library of congress the evolution of the book by john white alexander and the evolution of civilization by edwin blashfield considering each as a multivalent construction of american national identity and the critical debates that they generated the male body was the subject of both cycles and functioned as the ideological armature within which to project current assumptions of and debates about masculinity labor imperialism social reform national identity and progress
printing in nineteenth century belize	1976	after an initial period in which the printing needs of the british settlements in central america were met from jamaica printing was introduced into belize in 1825 the settlements first press was unusual in being bought with public funds and controlled by the magistrates subsequent printing developments in belize were closer to the norm for british colonies in the west indies with government contractual printing and newspaper publishing forming the mainstay of most printers businesses in the nineteenth century printing for two other former british areas the bay islands and the mosquito coast is also discussed the article is based on a variety of sources principally the belize archives and the sets of belize papers preserved in the british library handlists of belize printers and of belizean newspapers published in the nineteenth century are included as appendices
the john m wing foundation on the history of printing at the newberry library	1988	beginning with its benefactor john m wing 1844 1917 this article traces the historical development of the john m wing foundation on the history of printing through the successive contributions of its three custodians pierce butler 1920 31 ernst f detterer 1931 47 and james m wells 1951 84 the wing foundation contains examples of printing from the invention of movable type in the fifteenth century to the present day calligraphic manuscripts archival documents on certain notable type designers and printers and secondary literature on the history of printing and related interests the article focuses on the formulation of the collecting policy and the application of the policy in the development of the collection
