Source,Target,Weight,Type
the humanistic scholar and the library,10,0.098484848,undirected
the humanistic scholar and the library,12,0.045454545,undirected
the humanistic scholar and the library,13,0.015151515,undirected
the impact of unions on salaries in public libraries,2,0.026490066,undirected
the impact of unions on salaries in public libraries,3,0.0066225166,undirected
the impact of unions on salaries in public libraries,6,0.27152318,undirected
the impact of unions on salaries in public libraries,7,0.086092715,undirected
the impact of unions on salaries in public libraries,8,0.052980132,undirected
the impact of unions on salaries in public libraries,11,0.0066225166,undirected
the impact of unions on salaries in public libraries,12,0.039735099,undirected
the library in the life of the public,1,0.083333333,undirected
the library in the life of the public,3,0.10714286,undirected
the library in the life of the public,6,0.023809524,undirected
the library in the life of the public,9,0.035714286,undirected
the library in the life of the public,10,0.11904762,undirected
the library in the life of the public,11,0.035714286,undirected
falling short of their professions needs,0,0.058823529,undirected
falling short of their professions needs,2,0.10784314,undirected
falling short of their professions needs,10,0.029411765,undirected
falling short of their professions needs,11,0.068627451,undirected
falling short of their professions needs,12,0.0098039216,undirected
falling short of their professions needs,13,0.019607843,undirected
falling short of their professions needs,14,0.058823529,undirected
does state aid stimulate public library expenditures evidence from pennsylvanias enhancement aid program,2,0.0062111801,undirected
does state aid stimulate public library expenditures evidence from pennsylvanias enhancement aid program,4,0.10559006,undirected
does state aid stimulate public library expenditures evidence from pennsylvanias enhancement aid program,5,0.13664596,undirected
does state aid stimulate public library expenditures evidence from pennsylvanias enhancement aid program,8,0.068322981,undirected
does state aid stimulate public library expenditures evidence from pennsylvanias enhancement aid program,12,0.16770186,undirected
does state aid stimulate public library expenditures evidence from pennsylvanias enhancement aid program,14,0.031055901,undirected
lcsh and precis in music a comparison,0,0.086614173,undirected
lcsh and precis in music a comparison,1,0.23622047,undirected
lcsh and precis in music a comparison,2,0.039370079,undirected
lcsh and precis in music a comparison,4,0.039370079,undirected
lcsh and precis in music a comparison,5,0.031496063,undirected
lcsh and precis in music a comparison,6,0.0078740157,undirected
lcsh and precis in music a comparison,9,0.11023622,undirected
lcsh and precis in music a comparison,14,0.0078740157,undirected
library and information professional education for the learning society a model curriculum,1,0.014925373,undirected
library and information professional education for the learning society a model curriculum,2,0.044776119,undirected
library and information professional education for the learning society a model curriculum,5,0.13432836,undirected
library and information professional education for the learning society a model curriculum,6,0.029850746,undirected
library and information professional education for the learning society a model curriculum,10,0.044776119,undirected
library and information professional education for the learning society a model curriculum,13,0.074626866,undirected
library and information professional education for the learning society a model curriculum,14,0.089552239,undirected
out of sight out of mind why dont we have any schools of library and reading studies,0,0.04,undirected
out of sight out of mind why dont we have any schools of library and reading studies,1,0.048,undirected
out of sight out of mind why dont we have any schools of library and reading studies,3,0.08,undirected
out of sight out of mind why dont we have any schools of library and reading studies,8,0.008,undirected
out of sight out of mind why dont we have any schools of library and reading studies,9,0.056,undirected
out of sight out of mind why dont we have any schools of library and reading studies,10,0.096,undirected
out of sight out of mind why dont we have any schools of library and reading studies,12,0.04,undirected
out of sight out of mind why dont we have any schools of library and reading studies,13,0.032,undirected
out of sight out of mind why dont we have any schools of library and reading studies,14,0.072,undirected
a critical discussion of the ethical presuppositions behind the library bill of rights,0,0.048275862,undirected
a critical discussion of the ethical presuppositions behind the library bill of rights,2,0.089655172,undirected
a critical discussion of the ethical presuppositions behind the library bill of rights,6,0.048275862,undirected
a critical discussion of the ethical presuppositions behind the library bill of rights,9,0.055172414,undirected
a critical discussion of the ethical presuppositions behind the library bill of rights,10,0.0068965517,undirected
a critical discussion of the ethical presuppositions behind the library bill of rights,12,0.15862069,undirected
a critical discussion of the ethical presuppositions behind the library bill of rights,13,0.11034483,undirected
american girlhood in the early twentieth century the ideology of girl scout literature 1913 1930,1,0.033707865,undirected
american girlhood in the early twentieth century the ideology of girl scout literature 1913 1930,4,0.04494382,undirected
american girlhood in the early twentieth century the ideology of girl scout literature 1913 1930,8,0.25842697,undirected
american girlhood in the early twentieth century the ideology of girl scout literature 1913 1930,9,0.06741573,undirected
american girlhood in the early twentieth century the ideology of girl scout literature 1913 1930,11,0.1741573,undirected
american girlhood in the early twentieth century the ideology of girl scout literature 1913 1930,14,0.0056179775,undirected
childhood socialization its effect on adult library use and adult reading,0,0.073825503,undirected
childhood socialization its effect on adult library use and adult reading,2,0.013422819,undirected
childhood socialization its effect on adult library use and adult reading,3,0.11409396,undirected
childhood socialization its effect on adult library use and adult reading,4,0.026845638,undirected
childhood socialization its effect on adult library use and adult reading,5,0.13422819,undirected
childhood socialization its effect on adult library use and adult reading,7,0.15436242,undirected
effective teacher behaviors in higher education and in lis education programs a review of the literature,0,0.015873016,undirected
effective teacher behaviors in higher education and in lis education programs a review of the literature,8,0.26984127,undirected
effective teacher behaviors in higher education and in lis education programs a review of the literature,9,0.047619048,undirected
effective teacher behaviors in higher education and in lis education programs a review of the literature,10,0.079365079,undirected
effective teacher behaviors in higher education and in lis education programs a review of the literature,14,0.12698413,undirected
the international exposition and the world documentation congress paris 1937,1,0.17241379,undirected
the international exposition and the world documentation congress paris 1937,2,0.13793103,undirected
the international exposition and the world documentation congress paris 1937,5,0.017241379,undirected
the international exposition and the world documentation congress paris 1937,6,0.017241379,undirected
the international exposition and the world documentation congress paris 1937,8,0.068965517,undirected
the international exposition and the world documentation congress paris 1937,9,0.10344828,undirected
the international exposition and the world documentation congress paris 1937,14,0.017241379,undirected
a critical inquiry into librarianship applications of the new sociology of education,0,0.010204082,undirected
a critical inquiry into librarianship applications of the new sociology of education,6,0.13265306,undirected
a critical inquiry into librarianship applications of the new sociology of education,7,0.010204082,undirected
a critical inquiry into librarianship applications of the new sociology of education,10,0.030612245,undirected
a critical inquiry into librarianship applications of the new sociology of education,13,0.12244898,undirected
a critical inquiry into librarianship applications of the new sociology of education,14,0.1122449,undirected
dodging the debate and dealing with the facts,2,0.21238938,undirected
dodging the debate and dealing with the facts,3,0.097345133,undirected
dodging the debate and dealing with the facts,4,0.07079646,undirected
dodging the debate and dealing with the facts,5,0.03539823,undirected
dodging the debate and dealing with the facts,8,0.026548673,undirected
dodging the debate and dealing with the facts,9,0.0088495575,undirected
dodging the debate and dealing with the facts,10,0.053097345,undirected
dodging the debate and dealing with the facts,11,0.017699115,undirected
top down versus bottom up the social construction of the health literacy movement,0,0.0067114094,undirected
top down versus bottom up the social construction of the health literacy movement,1,0.087248322,undirected
top down versus bottom up the social construction of the health literacy movement,2,0.040268456,undirected
top down versus bottom up the social construction of the health literacy movement,5,0.026845638,undirected
top down versus bottom up the social construction of the health literacy movement,6,0.1409396,undirected
top down versus bottom up the social construction of the health literacy movement,9,0.2147651,undirected
top down versus bottom up the social construction of the health literacy movement,11,0.020134228,undirected
developing a library school course in government statistics,2,0.029411765,undirected
developing a library school course in government statistics,3,0.039215686,undirected
developing a library school course in government statistics,4,0.15686275,undirected
developing a library school course in government statistics,5,0.16666667,undirected
developing a library school course in government statistics,8,0.088235294,undirected
developing a library school course in government statistics,11,0.0098039216,undirected
using literature to teach in lis education a very good idea,0,0.0094339623,undirected
using literature to teach in lis education a very good idea,1,0.0094339623,undirected
using literature to teach in lis education a very good idea,5,0.0094339623,undirected
using literature to teach in lis education a very good idea,6,0.12264151,undirected
using literature to teach in lis education a very good idea,7,0.075471698,undirected
using literature to teach in lis education a very good idea,8,0.22641509,undirected
using literature to teach in lis education a very good idea,9,0.047169811,undirected
using literature to teach in lis education a very good idea,10,0.018867925,undirected
using literature to teach in lis education a very good idea,14,0.028301887,undirected
the decision making process in conspectus evaluation of collections the quest for certainty,0,0.30107527,undirected
the decision making process in conspectus evaluation of collections the quest for certainty,1,0.021505376,undirected
the decision making process in conspectus evaluation of collections the quest for certainty,3,0.17204301,undirected
the decision making process in conspectus evaluation of collections the quest for certainty,5,0.043010753,undirected
the decision making process in conspectus evaluation of collections the quest for certainty,8,0.075268817,undirected
the decision making process in conspectus evaluation of collections the quest for certainty,11,0.021505376,undirected
knowledge power transforming the social landscape the case of the consumer health information movement,0,0.19178082,undirected
knowledge power transforming the social landscape the case of the consumer health information movement,2,0.10273973,undirected
knowledge power transforming the social landscape the case of the consumer health information movement,6,0.047945205,undirected
knowledge power transforming the social landscape the case of the consumer health information movement,8,0.034246575,undirected
knowledge power transforming the social landscape the case of the consumer health information movement,9,0.1369863,undirected
knowledge power transforming the social landscape the case of the consumer health information movement,10,0.0068493151,undirected
knowledge power transforming the social landscape the case of the consumer health information movement,11,0.020547945,undirected
knowledge power transforming the social landscape the case of the consumer health information movement,14,0.061643836,undirected
assessing ischools,4,0.023809524,undirected
assessing ischools,5,0.1547619,undirected
assessing ischools,7,0.11904762,undirected
assessing ischools,9,0.053571429,undirected
assessing ischools,10,0.125,undirected
assessing ischools,13,0.035714286,undirected
playing in the past a history of games toys and puzzles in north american libraries,0,0.13103448,undirected
playing in the past a history of games toys and puzzles in north american libraries,3,0.10344828,undirected
playing in the past a history of games toys and puzzles in north american libraries,5,0.055172414,undirected
playing in the past a history of games toys and puzzles in north american libraries,7,0.068965517,undirected
playing in the past a history of games toys and puzzles in north american libraries,8,0.0068965517,undirected
playing in the past a history of games toys and puzzles in north american libraries,12,0.055172414,undirected
playing in the past a history of games toys and puzzles in north american libraries,14,0.089655172,undirected
using focus groups to gather information for lis curriculum review,0,0.033333333,undirected
using focus groups to gather information for lis curriculum review,1,0.044444444,undirected
using focus groups to gather information for lis curriculum review,2,0.011111111,undirected
using focus groups to gather information for lis curriculum review,3,0.088888889,undirected
using focus groups to gather information for lis curriculum review,5,0.1,undirected
using focus groups to gather information for lis curriculum review,7,0.022222222,undirected
using focus groups to gather information for lis curriculum review,10,0.044444444,undirected
using focus groups to gather information for lis curriculum review,11,0.088888889,undirected
using focus groups to gather information for lis curriculum review,12,0.022222222,undirected
using focus groups to gather information for lis curriculum review,13,0.011111111,undirected
using focus groups to gather information for lis curriculum review,14,0.022222222,undirected
information as property and as a public good perspectives from the economic theory of property rights,0,0.031746032,undirected
information as property and as a public good perspectives from the economic theory of property rights,2,0.11111111,undirected
information as property and as a public good perspectives from the economic theory of property rights,3,0.063492063,undirected
information as property and as a public good perspectives from the economic theory of property rights,6,0.17460317,undirected
information as property and as a public good perspectives from the economic theory of property rights,8,0.12698413,undirected
information as property and as a public good perspectives from the economic theory of property rights,13,0.047619048,undirected
library operations research a process of discovery and justification,2,0.10227273,undirected
library operations research a process of discovery and justification,5,0.011363636,undirected
library operations research a process of discovery and justification,6,0.045454545,undirected
library operations research a process of discovery and justification,8,0.10227273,undirected
library operations research a process of discovery and justification,10,0.045454545,undirected
library operations research a process of discovery and justification,13,0.034090909,undirected
library operations research a process of discovery and justification,14,0.079545455,undirected
space assessment as a venue for defining the academic library,0,0.0069444444,undirected
space assessment as a venue for defining the academic library,2,0.055555556,undirected
space assessment as a venue for defining the academic library,3,0.0069444444,undirected
space assessment as a venue for defining the academic library,5,0.041666667,undirected
space assessment as a venue for defining the academic library,6,0.10416667,undirected
space assessment as a venue for defining the academic library,7,0.083333333,undirected
space assessment as a venue for defining the academic library,8,0.034722222,undirected
space assessment as a venue for defining the academic library,10,0.13888889,undirected
space assessment as a venue for defining the academic library,12,0.020833333,undirected
second life exploring the immersive instructional venue for library and information science education,1,0.03875969,undirected
second life exploring the immersive instructional venue for library and information science education,2,0.062015504,undirected
second life exploring the immersive instructional venue for library and information science education,3,0.069767442,undirected
second life exploring the immersive instructional venue for library and information science education,5,0.10852713,undirected
second life exploring the immersive instructional venue for library and information science education,7,0.062015504,undirected
second life exploring the immersive instructional venue for library and information science education,8,0.046511628,undirected
second life exploring the immersive instructional venue for library and information science education,11,0.007751938,undirected
the awakening of the social conscience jane maud campbell 1869â€“1947,0,0.036231884,undirected
the awakening of the social conscience jane maud campbell 1869â€“1947,2,0.094202899,undirected
the awakening of the social conscience jane maud campbell 1869â€“1947,3,0.043478261,undirected
the awakening of the social conscience jane maud campbell 1869â€“1947,9,0.13043478,undirected
the awakening of the social conscience jane maud campbell 1869â€“1947,11,0.0072463768,undirected
the awakening of the social conscience jane maud campbell 1869â€“1947,12,0.18115942,undirected
the collection and use of information by some american historians a study of motives and methods,0,0.081081081,undirected
the collection and use of information by some american historians a study of motives and methods,1,0.060810811,undirected
the collection and use of information by some american historians a study of motives and methods,2,0.047297297,undirected
the collection and use of information by some american historians a study of motives and methods,3,0.013513514,undirected
the collection and use of information by some american historians a study of motives and methods,4,0.040540541,undirected
the collection and use of information by some american historians a study of motives and methods,5,0.054054054,undirected
the collection and use of information by some american historians a study of motives and methods,6,0.02027027,undirected
the collection and use of information by some american historians a study of motives and methods,8,0.087837838,undirected
the collection and use of information by some american historians a study of motives and methods,9,0.02027027,undirected
the collection and use of information by some american historians a study of motives and methods,10,0.027027027,undirected
the collection and use of information by some american historians a study of motives and methods,11,0.033783784,undirected
the collection and use of information by some american historians a study of motives and methods,12,0.02027027,undirected
the collection and use of information by some american historians a study of motives and methods,13,0.0067567568,undirected
young adults as problems how the social construction of a marginalized user category occurs,0,0.058823529,undirected
young adults as problems how the social construction of a marginalized user category occurs,1,0.078431373,undirected
young adults as problems how the social construction of a marginalized user category occurs,3,0.019607843,undirected
young adults as problems how the social construction of a marginalized user category occurs,6,0.0098039216,undirected
young adults as problems how the social construction of a marginalized user category occurs,10,0.11764706,undirected
young adults as problems how the social construction of a marginalized user category occurs,12,0.049019608,undirected
young adults as problems how the social construction of a marginalized user category occurs,13,0.19607843,undirected
placing the library an argument for the phenomenological and constructivist approach to the human geography of the library,0,0.060747664,undirected
placing the library an argument for the phenomenological and constructivist approach to the human geography of the library,1,0.0046728972,undirected
placing the library an argument for the phenomenological and constructivist approach to the human geography of the library,4,0.014018692,undirected
placing the library an argument for the phenomenological and constructivist approach to the human geography of the library,6,0.079439252,undirected
placing the library an argument for the phenomenological and constructivist approach to the human geography of the library,9,0.0046728972,undirected
placing the library an argument for the phenomenological and constructivist approach to the human geography of the library,10,0.24766355,undirected
placing the library an argument for the phenomenological and constructivist approach to the human geography of the library,13,0.03271028,undirected
placing the library an argument for the phenomenological and constructivist approach to the human geography of the library,14,0.023364486,undirected
public librarians and the civil rights movement alabama 1955 1965,0,0.12871287,undirected
public librarians and the civil rights movement alabama 1955 1965,2,0.10891089,undirected
public librarians and the civil rights movement alabama 1955 1965,5,0.02970297,undirected
public librarians and the civil rights movement alabama 1955 1965,6,0.01980198,undirected
public librarians and the civil rights movement alabama 1955 1965,7,0.0099009901,undirected
public librarians and the civil rights movement alabama 1955 1965,8,0.04950495,undirected
public librarians and the civil rights movement alabama 1955 1965,9,0.04950495,undirected
public librarians and the civil rights movement alabama 1955 1965,11,0.069306931,undirected
public librarians and the civil rights movement alabama 1955 1965,13,0.02970297,undirected
public librarians and the civil rights movement alabama 1955 1965,14,0.03960396,undirected
german libraries and scientific and technical information in nazi germany,0,0.086956522,undirected
german libraries and scientific and technical information in nazi germany,1,0.1552795,undirected
german libraries and scientific and technical information in nazi germany,2,0.037267081,undirected
german libraries and scientific and technical information in nazi germany,4,0.074534161,undirected
german libraries and scientific and technical information in nazi germany,6,0.01863354,undirected
german libraries and scientific and technical information in nazi germany,10,0.0062111801,undirected
german libraries and scientific and technical information in nazi germany,13,0.055900621,undirected
german libraries and scientific and technical information in nazi germany,14,0.074534161,undirected
on the use of the records of research,2,0.017964072,undirected
on the use of the records of research,3,0.047904192,undirected
on the use of the records of research,4,0.083832335,undirected
on the use of the records of research,6,0.053892216,undirected
on the use of the records of research,8,0.17964072,undirected
on the use of the records of research,10,0.011976048,undirected
on the use of the records of research,11,0.071856287,undirected
on the use of the records of research,14,0.011976048,undirected
library and information studies faculty in canada a sex ratio study,7,0.20652174,undirected
library and information studies faculty in canada a sex ratio study,8,0.0054347826,undirected
library and information studies faculty in canada a sex ratio study,9,0.2173913,undirected
library and information studies faculty in canada a sex ratio study,11,0.054347826,undirected
making sense of an information world the everyday life information behavior of preteens,1,0.16326531,undirected
making sense of an information world the everyday life information behavior of preteens,4,0.013605442,undirected
making sense of an information world the everyday life information behavior of preteens,5,0.054421769,undirected
making sense of an information world the everyday life information behavior of preteens,6,0.040816327,undirected
making sense of an information world the everyday life information behavior of preteens,8,0.068027211,undirected
making sense of an information world the everyday life information behavior of preteens,9,0.0068027211,undirected
making sense of an information world the everyday life information behavior of preteens,10,0.088435374,undirected
making sense of an information world the everyday life information behavior of preteens,11,0.095238095,undirected
making sense of an information world the everyday life information behavior of preteens,12,0.027210884,undirected
making sense of an information world the everyday life information behavior of preteens,14,0.06122449,undirected
information for the allies office of war information libraries in australia new zealand and south africa,0,0.03030303,undirected
information for the allies office of war information libraries in australia new zealand and south africa,2,0.053030303,undirected
information for the allies office of war information libraries in australia new zealand and south africa,5,0.098484848,undirected
information for the allies office of war information libraries in australia new zealand and south africa,6,0.13636364,undirected
information for the allies office of war information libraries in australia new zealand and south africa,8,0.13636364,undirected
information for the allies office of war information libraries in australia new zealand and south africa,11,0.0075757576,undirected
information for the allies office of war information libraries in australia new zealand and south africa,12,0.0075757576,undirected
information for the allies office of war information libraries in australia new zealand and south africa,13,0.0075757576,undirected
information for the allies office of war information libraries in australia new zealand and south africa,14,0.03030303,undirected
salary determination and occupational segregation among librarians,0,0.15730337,undirected
salary determination and occupational segregation among librarians,1,0.016853933,undirected
salary determination and occupational segregation among librarians,4,0.0056179775,undirected
salary determination and occupational segregation among librarians,6,0.033707865,undirected
salary determination and occupational segregation among librarians,7,0.10674157,undirected
salary determination and occupational segregation among librarians,9,0.073033708,undirected
salary determination and occupational segregation among librarians,13,0.073033708,undirected
salary determination and occupational segregation among librarians,14,0.056179775,undirected
digital libraries with embedded values combining insights from lis and science and technology studies,1,0.035211268,undirected
digital libraries with embedded values combining insights from lis and science and technology studies,3,0.014084507,undirected
digital libraries with embedded values combining insights from lis and science and technology studies,4,0.021126761,undirected
digital libraries with embedded values combining insights from lis and science and technology studies,8,0.084507042,undirected
digital libraries with embedded values combining insights from lis and science and technology studies,10,0.12676056,undirected
digital libraries with embedded values combining insights from lis and science and technology studies,12,0.1056338,undirected
digital libraries with embedded values combining insights from lis and science and technology studies,14,0.042253521,undirected
information anxiety from the undergraduate student perspective a pilot study of second semester freshmen,1,0.062937063,undirected
information anxiety from the undergraduate student perspective a pilot study of second semester freshmen,2,0.034965035,undirected
information anxiety from the undergraduate student perspective a pilot study of second semester freshmen,4,0.006993007,undirected
information anxiety from the undergraduate student perspective a pilot study of second semester freshmen,5,0.13286713,undirected
information anxiety from the undergraduate student perspective a pilot study of second semester freshmen,7,0.020979021,undirected
information anxiety from the undergraduate student perspective a pilot study of second semester freshmen,8,0.23076923,undirected
information anxiety from the undergraduate student perspective a pilot study of second semester freshmen,12,0.013986014,undirected
information anxiety from the undergraduate student perspective a pilot study of second semester freshmen,14,0.055944056,undirected
the bodleian catalogs of 1674 and 1738 an examination in the light of modern cataloging theory,2,0.0095238095,undirected
the bodleian catalogs of 1674 and 1738 an examination in the light of modern cataloging theory,3,0.22857143,undirected
the bodleian catalogs of 1674 and 1738 an examination in the light of modern cataloging theory,4,0.066666667,undirected
the bodleian catalogs of 1674 and 1738 an examination in the light of modern cataloging theory,5,0.019047619,undirected
the bodleian catalogs of 1674 and 1738 an examination in the light of modern cataloging theory,6,0.038095238,undirected
the bodleian catalogs of 1674 and 1738 an examination in the light of modern cataloging theory,7,0.019047619,undirected
the bodleian catalogs of 1674 and 1738 an examination in the light of modern cataloging theory,8,0.057142857,undirected
the bodleian catalogs of 1674 and 1738 an examination in the light of modern cataloging theory,10,0.028571429,undirected
the bodleian catalogs of 1674 and 1738 an examination in the light of modern cataloging theory,13,0.0095238095,undirected
an investigation of career and job satisfaction in relation to personality traits of information professionals,0,0.057803468,undirected
an investigation of career and job satisfaction in relation to personality traits of information professionals,1,0.034682081,undirected
an investigation of career and job satisfaction in relation to personality traits of information professionals,2,0.023121387,undirected
an investigation of career and job satisfaction in relation to personality traits of information professionals,7,0.45086705,undirected
an investigation of career and job satisfaction in relation to personality traits of information professionals,8,0.011560694,undirected
an investigation of career and job satisfaction in relation to personality traits of information professionals,9,0.0057803468,undirected
an investigation of career and job satisfaction in relation to personality traits of information professionals,11,0.0057803468,undirected
an investigation of career and job satisfaction in relation to personality traits of information professionals,14,0.01734104,undirected
public opinion toward user fees in public libraries,0,0.21681416,undirected
public opinion toward user fees in public libraries,2,0.057522124,undirected
public opinion toward user fees in public libraries,3,0.0044247788,undirected
public opinion toward user fees in public libraries,4,0.017699115,undirected
public opinion toward user fees in public libraries,5,0.017699115,undirected
public opinion toward user fees in public libraries,8,0.0088495575,undirected
public opinion toward user fees in public libraries,9,0.061946903,undirected
public opinion toward user fees in public libraries,10,0.044247788,undirected
public opinion toward user fees in public libraries,11,0.075221239,undirected
public opinion toward user fees in public libraries,12,0.0044247788,undirected
on virtual face work an ethnography of communication approach to a live chat reference interaction,0,0.012048193,undirected
on virtual face work an ethnography of communication approach to a live chat reference interaction,2,0.048192771,undirected
on virtual face work an ethnography of communication approach to a live chat reference interaction,3,0.12048193,undirected
on virtual face work an ethnography of communication approach to a live chat reference interaction,10,0.084337349,undirected
on virtual face work an ethnography of communication approach to a live chat reference interaction,11,0.048192771,undirected
on virtual face work an ethnography of communication approach to a live chat reference interaction,12,0.18072289,undirected
on virtual face work an ethnography of communication approach to a live chat reference interaction,13,0.048192771,undirected
the nature of relevance in information retrieval an empirical study,1,0.028169014,undirected
the nature of relevance in information retrieval an empirical study,2,0.063380282,undirected
the nature of relevance in information retrieval an empirical study,5,0.021126761,undirected
the nature of relevance in information retrieval an empirical study,6,0.091549296,undirected
the nature of relevance in information retrieval an empirical study,8,0.056338028,undirected
the nature of relevance in information retrieval an empirical study,9,0.042253521,undirected
the nature of relevance in information retrieval an empirical study,10,0.17605634,undirected
the nature of relevance in information retrieval an empirical study,12,0.035211268,undirected
the nature of relevance in information retrieval an empirical study,13,0.063380282,undirected
similarities in circulation patterns among public library branches serving diverse populations,0,0.18487395,undirected
similarities in circulation patterns among public library branches serving diverse populations,5,0.058823529,undirected
similarities in circulation patterns among public library branches serving diverse populations,9,0.050420168,undirected
similarities in circulation patterns among public library branches serving diverse populations,10,0.016806723,undirected
similarities in circulation patterns among public library branches serving diverse populations,12,0.19327731,undirected
the saturday evening girls a progressive era library club and the intellectual life of working class and immigrant girls in turn of the century boston,1,0.011560694,undirected
the saturday evening girls a progressive era library club and the intellectual life of working class and immigrant girls in turn of the century boston,2,0.063583815,undirected
the saturday evening girls a progressive era library club and the intellectual life of working class and immigrant girls in turn of the century boston,3,0.0057803468,undirected
the saturday evening girls a progressive era library club and the intellectual life of working class and immigrant girls in turn of the century boston,4,0.13872832,undirected
the saturday evening girls a progressive era library club and the intellectual life of working class and immigrant girls in turn of the century boston,7,0.10404624,undirected
the saturday evening girls a progressive era library club and the intellectual life of working class and immigrant girls in turn of the century boston,8,0.034682081,undirected
the saturday evening girls a progressive era library club and the intellectual life of working class and immigrant girls in turn of the century boston,9,0.069364162,undirected
the saturday evening girls a progressive era library club and the intellectual life of working class and immigrant girls in turn of the century boston,11,0.080924855,undirected
the saturday evening girls a progressive era library club and the intellectual life of working class and immigrant girls in turn of the century boston,12,0.092485549,undirected
the saturday evening girls a progressive era library club and the intellectual life of working class and immigrant girls in turn of the century boston,13,0.034682081,undirected
the saturday evening girls a progressive era library club and the intellectual life of working class and immigrant girls in turn of the century boston,14,0.01734104,undirected
comparison of the publishing patterns between men and women phds in librarianship,0,0.09929078,undirected
comparison of the publishing patterns between men and women phds in librarianship,2,0.031914894,undirected
comparison of the publishing patterns between men and women phds in librarianship,4,0.046099291,undirected
comparison of the publishing patterns between men and women phds in librarianship,9,0.34751773,undirected
founding mothers the contribution of womens organizations to public library development in the united states,0,0.21276596,undirected
founding mothers the contribution of womens organizations to public library development in the united states,2,0.11347518,undirected
founding mothers the contribution of womens organizations to public library development in the united states,9,0.014184397,undirected
founding mothers the contribution of womens organizations to public library development in the united states,11,0.021276596,undirected
founding mothers the contribution of womens organizations to public library development in the united states,12,0.10638298,undirected
founding mothers the contribution of womens organizations to public library development in the united states,14,0.021276596,undirected
speaking out analysis of the experiences and opinions reported by recent graduates of the university of south carolinas mlis program,2,0.058139535,undirected
speaking out analysis of the experiences and opinions reported by recent graduates of the university of south carolinas mlis program,5,0.22093023,undirected
speaking out analysis of the experiences and opinions reported by recent graduates of the university of south carolinas mlis program,7,0.20930233,undirected
speaking out analysis of the experiences and opinions reported by recent graduates of the university of south carolinas mlis program,8,0.069767442,undirected
speaking out analysis of the experiences and opinions reported by recent graduates of the university of south carolinas mlis program,9,0.034883721,undirected
speaking out analysis of the experiences and opinions reported by recent graduates of the university of south carolinas mlis program,12,0.011627907,undirected
the ethical presuppositions behind the library bill of rights,1,0.0076923077,undirected
the ethical presuppositions behind the library bill of rights,2,0.069230769,undirected
the ethical presuppositions behind the library bill of rights,6,0.023076923,undirected
the ethical presuppositions behind the library bill of rights,10,0.015384615,undirected
the ethical presuppositions behind the library bill of rights,11,0.030769231,undirected
the ethical presuppositions behind the library bill of rights,12,0.12307692,undirected
the ethical presuppositions behind the library bill of rights,13,0.20769231,undirected
producing storytime a collectivist analysis of work in a complex communicative space,1,0.089041096,undirected
producing storytime a collectivist analysis of work in a complex communicative space,2,0.02739726,undirected
producing storytime a collectivist analysis of work in a complex communicative space,4,0.01369863,undirected
producing storytime a collectivist analysis of work in a complex communicative space,6,0.020547945,undirected
producing storytime a collectivist analysis of work in a complex communicative space,9,0.020547945,undirected
producing storytime a collectivist analysis of work in a complex communicative space,10,0.16438356,undirected
producing storytime a collectivist analysis of work in a complex communicative space,11,0.054794521,undirected
producing storytime a collectivist analysis of work in a complex communicative space,13,0.054794521,undirected
our national monument of art constructing and debating the national body at the library of congress,0,0.032894737,undirected
our national monument of art constructing and debating the national body at the library of congress,2,0.072368421,undirected
our national monument of art constructing and debating the national body at the library of congress,6,0.10526316,undirected
our national monument of art constructing and debating the national body at the library of congress,8,0.046052632,undirected
our national monument of art constructing and debating the national body at the library of congress,9,0.013157895,undirected
our national monument of art constructing and debating the national body at the library of congress,11,0.098684211,undirected
our national monument of art constructing and debating the national body at the library of congress,13,0.026315789,undirected
our national monument of art constructing and debating the national body at the library of congress,14,0.078947368,undirected
printing in nineteenth century belize,0,0.059259259,undirected
printing in nineteenth century belize,4,0.31111111,undirected
printing in nineteenth century belize,6,0.02962963,undirected
printing in nineteenth century belize,12,0.11851852,undirected
the john m wing foundation on the history of printing at the newberry library,0,0.058823529,undirected
the john m wing foundation on the history of printing at the newberry library,2,0.11764706,undirected
the john m wing foundation on the history of printing at the newberry library,4,0.10784314,undirected
the john m wing foundation on the history of printing at the newberry library,6,0.14705882,undirected
the john m wing foundation on the history of printing at the newberry library,8,0.078431373,undirected
the john m wing foundation on the history of printing at the newberry library,12,0.0098039216,undirected
increasing ethnic diversity in lis strategies suggested by librarians of color,4,0.013245033,undirected
increasing ethnic diversity in lis strategies suggested by librarians of color,5,0.086092715,undirected
increasing ethnic diversity in lis strategies suggested by librarians of color,7,0.079470199,undirected
increasing ethnic diversity in lis strategies suggested by librarians of color,9,0.079470199,undirected
increasing ethnic diversity in lis strategies suggested by librarians of color,11,0.16556291,undirected
increasing ethnic diversity in lis strategies suggested by librarians of color,13,0.046357616,undirected
deucedly independent a biographical overview of the library career of eleanor weir welch,0,0.051948052,undirected
deucedly independent a biographical overview of the library career of eleanor weir welch,7,0.051948052,undirected
deucedly independent a biographical overview of the library career of eleanor weir welch,9,0.1038961,undirected
deucedly independent a biographical overview of the library career of eleanor weir welch,12,0.23376623,undirected
deucedly independent a biographical overview of the library career of eleanor weir welch,13,0.038961039,undirected
deucedly independent a biographical overview of the library career of eleanor weir welch,14,0.064935065,undirected
dear students,4,0.04,undirected
dear students,5,0.04,undirected
dear students,6,0.2,undirected
dear students,8,0.04,undirected
